Property_ID,Customer_ID,Project_Name,Property_Type,BHK,City,Locality,Pincode,Latitude,Longitude,Area_sqft,Floor,Total_Floors,Price_per_sqft,Listed_Price,Discount_Pct,Final_Price,Booking_Date,Possession_Date,Customer_Age,Annual_Income,Family_Size,Occupation,Lead_Source,Campaign,Website_Visits,Calls,Site_Visits,Loan_Required,Loan_Amount,Interest_Rate,Loan_Tenure_Years,Amenities,Parking,Furnishing,Facing,Payment_Mode,Sales_Status,Days_to_Sale
SRP100079,CUST100079,Srijan Enclave,Villa,3 BHK,Kolkata,Behala,700084,22.636228,88.471342,1611,7,31,5374,8657514,5.15,8211652,7/17/2025,1/27/2027,38,88900,4,Doctor,Facebook,Summer Sale,10,2,1,No,0,0,0,Swimming Pool,Yes,Semi-Furnished,North,Self Funded,Available,
SRP100080,CUST100080,Srijan Residency,Plot,3 BHK,Kolkata,EM Bypass,700091,22.608886,88.314437,836,5,26,5710,4773560,0.88,4731553,9/8/2025,2/3/2027,46,88900,4,Business Owner,Walk-in,New Year Campaign,9,1,0,Yes,3049903,8.19,20,Clubhouse,No,Semi-Furnished,North,Mixed,Sold,165
SRP100081,CUST100081,Srijan Enclave,Apartment,2 BHK,Kolkata,Howrah,700084,22.570336,88.500621,1000,30,30,6565,6565000,9.19,5961676,6/5/2024,12/25/2024,41,61400,5,Teacher,Property Portal,Monsoon Offer,7,2,3,No,0,0,0,"Gym,Pool",No,Semi-Furnished,East,Home Loan,Sold,32
SRP100082,CUST100082,Srijan Prime,Apartment,2 BHK,Kolkata,New Town,700124,22.629153,88.521165,1509,13,18,6629,10003161,6.43,9359958,12/24/2025,6/16/2027,36,125800,4,Private Employee,Google Ads,Summer Sale,5,3,0,No,0,0,0,Swimming Pool,Yes,Fully Furnished,South-East,Mixed,Sold,52
SRP100083,CUST100083,Srijan Realty Heights,Apartment,3 BHK,Kolkata,Rajarhat,711101,22.487282,88.376937,1275,30,32,6014,7667850,6.58,7163305,4/16/2022,9/23/2023,44,33700,1,Doctor,Facebook,Digital Awareness,12,5,3,Yes,2022000,7.7,30,Gym,No,Semi-Furnished,North-East,Home Loan,Sold,39
SRP100084,CUST100084,Srijan Prime,Villa,2 BHK,Kolkata,Sonarpur,700107,22.61085,88.298345,469,3,29,5057,2371733,8.55,2168950,2/15/2022,7/14/2022,40,72900,4,Government Employee,Instagram,Referral Drive,8,3,2,Yes,1440620,8.65,20,"Gym,Clubhouse",Yes,Semi-Furnished,North,Home Loan,Available,
SRP100085,CUST100085,Srijan Prime,Penthouse,3 BHK,Kolkata,Behala,711101,22.482108,88.359489,1081,23,28,4385,4740185,6.65,4424963,8/4/2024,1/4/2026,22,164600,2,Government Employee,Broker,Summer Sale,5,4,1,Yes,2846538,7.8,20,Gym,Yes,Fully Furnished,North-East,Mixed,Available,
SRP100086,CUST100086,Srijan Courtyard,Plot,1 BHK,Kolkata,Ballygunge,711101,22.531039,88.49165,1431,1,23,10187,14577597,7.06,13548419,9/3/2025,5/23/2026,49,78700,3,IT Professional,Email Campaign,Monsoon Offer,8,4,1,No,0,0,0,Basic,Yes,Semi-Furnished,East,Self Funded,Available,
SRP100087,CUST100087,Srijan Realty Heights,Plot,3 BHK,Kolkata,Behala,700064,22.472705,88.512655,1757,8,22,7203,12655671,6.13,11879878,6/28/2025,12/28/2025,30,80900,3,Teacher,Facebook,Monsoon Offer,11,7,4,Yes,4854000,8.28,20,"Gym,Pool,Clubhouse",Yes,Fully Furnished,South-East,Home Loan,Sold,79
SRP100088,CUST100088,Srijan Prime,Villa,2 BHK,Kolkata,Behala,700019,22.487315,88.538223,481,9,23,7011,3372291,5.97,3170965,6/23/2024,11/13/2024,50,114600,2,Private Employee,Broker,Digital Awareness,8,3,0,Yes,1812459,8.44,25,"Pool,Park",No,Semi-Furnished,South-East,Mixed,Available,
SRP100089,CUST100089,Srijan Courtyard,Villa,3 BHK,Kolkata,Behala,700107,22.532049,88.412021,945,6,29,6544,6184080,6.56,5778404,9/28/2025,6/24/2027,37,64800,2,Private Employee,Property Portal,Digital Awareness,7,2,1,Yes,3248778,10.83,15,Swimming Pool,Yes,Fully Furnished,West,Home Loan,Sold,61
SRP100090,CUST100090,Srijan Courtyard,Apartment,1 BHK,Kolkata,EM Bypass,711101,22.662236,88.347996,634,12,16,9612,6094008,0,6094008,7/19/2022,8/24/2024,43,42800,3,IT Professional,Broker,Summer Sale,6,6,1,No,0,0,0,Basic,Yes,Fully Furnished,West,Home Loan,Negotiation,
SRP100091,CUST100091,Srijan Realty Heights,Apartment,3 BHK,Kolkata,Sonarpur,700124,22.632595,88.365192,1746,10,15,6905,12056130,10,10850517,6/8/2023,3/30/2024,40,104700,3,Self Employed,Referral,Monsoon Offer,7,5,2,Yes,6282000,8.35,20,Park,No,Semi-Furnished,South,Self Funded,Sold,47
SRP100092,CUST100092,Srijan Urban Vista,Penthouse,2 BHK,Kolkata,Howrah,700091,22.655278,88.454547,586,14,28,8611,5046046,5.25,4781129,11/23/2024,2/13/2027,48,52400,3,Business Owner,Google Ads,Referral Drive,8,1,3,Yes,2810594,8.15,15,"Pool,Park",Yes,Unfurnished,North,Home Loan,Sold,15
SRP100093,CUST100093,Srijan Meadows,Apartment,1 BHK,Kolkata,Garia,700107,22.516611,88.369766,450,15,33,6493,2921850,3.62,2816079,7/19/2025,5/30/2026,51,123900,4,Self Employed,Walk-in,Referral Drive,12,2,0,No,0,0,0,"Pool,Park",Yes,Semi-Furnished,North,Mixed,Sold,130
SRP100094,CUST100094,Srijan Residency,Apartment,2 BHK,Kolkata,Dum Dum,700124,22.614715,88.333495,1240,27,27,8430,10453200,4.28,10005803,8/22/2025,12/9/2025,39,54300,3,Other,Instagram,Summer Sale,8,4,2,Yes,3258000,8.2,20,Park,Yes,Unfurnished,West,Mixed,Sold,63
SRP100095,CUST100095,Srijan Meadows,Apartment,3 BHK,Kolkata,Dum Dum,700084,22.617237,88.32741,1937,10,17,6267,12139179,9.52,10983529,10/24/2024,6/28/2026,43,47400,3,Self Employed,Broker,Summer Sale,7,1,1,Yes,2844000,8.64,20,Clubhouse,Yes,Semi-Furnished,West,Home Loan,Available,
SRP100096,CUST100096,Srijan Enclave,Apartment,3 BHK,Kolkata,Ballygunge,700091,22.560299,88.253357,628,4,9,10169,6386132,2.66,6216261,12/6/2025,5/11/2026,59,130800,5,Engineer,Instagram,Festive Offer,7,0,1,Yes,5003844,10.55,15,Basic,Yes,Semi-Furnished,South-East,Self Funded,Sold,46
SRP100097,CUST100097,Srijan Residency,Apartment,5 BHK,Kolkata,Barasat,700033,22.602032,88.361095,544,24,24,5078,2762432,6.68,2577902,3/10/2024,11/10/2024,31,50300,7,Engineer,Walk-in,Premium Launch,8,0,1,Yes,1664126,8.97,25,"Gym,Pool,Clubhouse",No,Fully Furnished,West,Mixed,Available,
SRP100098,CUST100098,Srijan Enclave,Apartment,5 BHK,Kolkata,Sonarpur,700124,22.689854,88.501566,1831,26,26,7529,13785599,7.15,12799929,10/4/2024,11/30/2025,37,42500,5,Private Employee,Website,Digital Awareness,10,1,0,Yes,2550000,8.67,20,"Pool,Park",Yes,Semi-Furnished,North,Mixed,Available,
SRP100099,CUST100099,Srijan Prime,Apartment,4 BHK,Kolkata,EM Bypass,700052,22.650359,88.264489,828,5,24,8703,7206084,2.89,6997828,12/20/2022,3/8/2025,27,78800,6,IT Professional,Referral,Referral Drive,4,4,1,No,0,0,0,"Gym,Pool",Yes,Semi-Furnished,North,Self Funded,Available,
SRP100100,CUST100100,Srijan Greenview,Apartment,5 BHK,Kolkata,Behala,700102,22.62958,88.337952,1012,30,30,4139,4188668,2.18,4097355,12/28/2025,12/2/2026,49,61700,4,Business Owner,Website,New Year Campaign,5,8,1,Yes,3209366,10.28,15,"Pool,Park",Yes,Fully Furnished,East,Self Funded,Available,
SRP100101,CUST100101,Srijan Realty Heights,Apartment,5 BHK,Kolkata,Ballygunge,711101,22.462736,88.541226,1348,6,19,9106,12274888,6.5,11477020,6/18/2024,2/21/2025,37,57700,4,Doctor,Property Portal,New Year Campaign,4,2,2,Yes,3462000,9.27,20,Clubhouse,Yes,Unfurnished,East,Mixed,Sold,50
SRP100102,CUST100102,Srijan Residency,Apartment,4 BHK,Kolkata,Garia,700107,22.643631,88.524622,1022,20,20,8147,8326234,3.67,8020661,8/8/2023,3/5/2024,34,119200,5,Other,Property Portal,Monsoon Offer,10,0,1,Yes,4374129,7.96,15,Gym,No,Semi-Furnished,South-East,Home Loan,Sold,63
SRP100103,CUST100103,Srijan Residency,Apartment,3 BHK,Kolkata,Behala,700102,22.710938,88.37904,1192,13,27,7378,8794576,0,8794576,3/11/2023,11/6/2024,38,73500,4,Private Employee,Instagram,Digital Awareness,9,3,1,Yes,4410000,9.13,20,"Pool,Park",Yes,Fully Furnished,North-East,Mixed,Sold,14
SRP100104,CUST100104,Srijan Prime,Penthouse,4 BHK,Kolkata,Behala,700052,22.642599,88.403167,2118,21,21,4692,9937656,1.41,9797535,12/17/2024,12/21/2025,21,55800,3,Doctor,Website,Premium Launch,3,0,0,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Unfurnished,East,Self Funded,Negotiation,
SRP100105,CUST100105,Srijan Urban Vista,Apartment,2 BHK,Kolkata,Garia,700102,22.693755,88.35354,1604,22,22,7282,11680328,0,11680328,3/29/2023,2/24/2025,28,64400,2,IT Professional,Facebook,Summer Sale,12,1,1,Yes,3864000,7.65,25,"Gym,Pool",Yes,Unfurnished,North,Home Loan,Sold,80
SRP100106,CUST100106,Srijan Courtyard,Penthouse,2 BHK,Kolkata,Howrah,700107,22.691906,88.360418,1634,30,30,7648,12496832,4.79,11898234,4/1/2023,11/19/2023,21,82300,4,Self Employed,Referral,Referral Drive,9,3,2,Yes,4938000,8.21,25,Clubhouse,No,Semi-Furnished,West,Home Loan,Sold,7
SRP100107,CUST100107,Srijan Prime,Apartment,2 BHK,Kolkata,Dum Dum,700107,22.530998,88.42701,1120,8,19,5794,6489280,1.43,6396483,1/7/2023,12/23/2024,34,75000,3,IT Professional,Google Ads,Festive Offer,5,1,3,No,0,0,0,Swimming Pool,Yes,Semi-Furnished,North-East,Home Loan,Negotiation,
SRP100108,CUST100108,Srijan Harmony,Apartment,2 BHK,Kolkata,Salt Lake,700102,22.614863,88.438521,1689,25,25,8987,15179043,4.29,14527862,2/8/2024,2/6/2025,47,25000,5,Other,Referral,Premium Launch,9,2,2,Yes,1500000,7.87,20,"Gym,Clubhouse",No,Unfurnished,South,Home Loan,Sold,75
SRP100109,CUST100109,Srijan Courtyard,Apartment,1 BHK,Kolkata,Ballygunge,700084,22.491839,88.256213,1980,6,28,9960,19720800,0,19720800,2/25/2024,12/24/2025,31,36600,2,Engineer,Broker,New Year Campaign,7,4,3,Yes,2196000,9.69,20,"Gym,Pool",Yes,Semi-Furnished,West,Mixed,Negotiation,
SRP100110,CUST100110,Srijan Realty Heights,Plot,2 BHK,Kolkata,Salt Lake,700019,22.574407,88.475563,2462,16,30,4837,11908694,5.64,11237044,12/30/2023,8/13/2024,54,41400,5,Government Employee,Referral,Monsoon Offer,9,2,2,No,0,0,0,Park,Yes,Fully Furnished,West,Self Funded,Sold,74
SRP100111,CUST100111,Srijan Courtyard,Apartment,2 BHK,Kolkata,New Town,700107,22.640845,88.372001,1510,8,34,8101,12232510,4.67,11661252,4/25/2025,5/26/2027,33,69900,1,IT Professional,Google Ads,Digital Awareness,11,1,1,Yes,4194000,7.91,15,Clubhouse,Yes,Unfurnished,West,Self Funded,Available,
SRP100112,CUST100112,Srijan Urban Vista,Apartment,2 BHK,Kolkata,Behala,711101,22.532822,88.483461,851,2,6,6412,5456612,3.57,5261811,8/24/2022,11/4/2024,21,50900,6,IT Professional,Website,Festive Offer,3,3,1,Yes,3054000,10.05,15,"Gym,Clubhouse",Yes,Unfurnished,North-East,Mixed,Sold,26
SRP100113,CUST100113,Srijan Courtyard,Plot,3 BHK,Kolkata,Garia,700124,22.730001,88.471405,756,22,31,5807,4390092,7.72,4051177,8/4/2025,7/15/2026,28,70300,4,Other,Property Portal,New Year Campaign,2,6,2,Yes,3043742,9.15,25,Basic,Yes,Unfurnished,North-East,Self Funded,Sold,65
SRP100114,CUST100114,Srijan Realty Heights,Apartment,2 BHK,Kolkata,Howrah,700019,22.481985,88.300529,1746,17,20,7995,13959270,0,13959270,5/28/2022,3/29/2024,21,177500,4,Self Employed,Instagram,Summer Sale,7,2,2,No,0,0,0,"Gym,Pool",No,Semi-Furnished,North,Mixed,Negotiation,
SRP100115,CUST100115,Srijan Urban Vista,Apartment,2 BHK,Kolkata,Behala,700064,22.581017,88.4667,1922,22,22,7535,14482270,9.33,13131074,11/19/2025,10/7/2027,41,35600,3,IT Professional,Facebook,New Year Campaign,11,2,2,No,0,0,0,Gym,Yes,Semi-Furnished,West,Home Loan,Sold,7
SRP100116,CUST100116,Srijan Meadows,Penthouse,4 BHK,Kolkata,Howrah,700084,22.488105,88.498754,1105,1,29,6301,6962605,6.12,6536494,12/29/2024,5/9/2025,32,45400,2,Engineer,Walk-in,Monsoon Offer,9,1,0,Yes,2724000,8.41,15,"Pool,Park",Yes,Semi-Furnished,South-East,Self Funded,Available,
SRP100117,CUST100117,Srijan Residency,Apartment,3 BHK,Kolkata,New Town,700102,22.585202,88.495137,973,27,27,5818,5660914,4.22,5422023,7/26/2024,10/1/2025,40,73100,5,Other,Broker,Monsoon Offer,11,4,1,Yes,4386000,9.13,20,Clubhouse,No,Semi-Furnished,West,Home Loan,Negotiation,
SRP100118,CUST100118,Srijan Residency,Penthouse,3 BHK,Kolkata,EM Bypass,700052,22.655059,88.290694,920,15,15,4550,4186000,1.15,4137861,7/13/2022,2/12/2023,40,28900,1,Self Employed,Website,Referral Drive,3,1,2,Yes,1734000,9.32,20,"Gym,Pool",No,Semi-Furnished,North,Home Loan,Available,
SRP100119,CUST100119,Srijan Enclave,Apartment,3 BHK,Kolkata,Rajarhat,700064,22.540507,88.398964,874,3,16,6414,5605836,0.77,5562671,5/24/2024,2/25/2026,39,68500,3,Private Employee,Broker,Summer Sale,7,2,0,Yes,3698433,8.69,15,"Pool,Park",No,Semi-Furnished,West,Home Loan,Available,
SRP100120,CUST100120,Srijan Meadows,Apartment,2 BHK,Kolkata,Behala,700052,22.737704,88.318621,1318,3,32,7338,9671484,6.57,9036068,8/31/2024,12/5/2026,43,77400,3,Private Employee,Google Ads,Monsoon Offer,8,6,3,Yes,4643241,10.1,25,"Pool,Park",Yes,Fully Furnished,South,Home Loan,Available,
SRP100121,CUST100121,Srijan Meadows,Apartment,2 BHK,Kolkata,Salt Lake,700091,22.559487,88.405648,1425,10,17,5348,7620900,11.45,6748307,6/6/2023,9/21/2024,29,53300,4,Engineer,Broker,Summer Sale,5,1,0,No,0,0,0,Basic,Yes,Fully Furnished,South-East,Home Loan,Available,
SRP100122,CUST100122,Srijan Courtyard,Penthouse,3 BHK,Kolkata,Barasat,700019,22.7194,88.415433,901,28,28,4765,4293265,1.85,4213840,8/14/2025,8/18/2027,36,117900,3,Engineer,Email Campaign,Festive Offer,8,2,1,Yes,3576948,8.02,20,Park,Yes,Semi-Furnished,West,Mixed,Available,
SRP100123,CUST100123,Srijan Residency,Apartment,2 BHK,Kolkata,Behala,700019,22.520076,88.377717,1158,1,10,7022,8131476,3.79,7823293,4/30/2023,4/1/2025,41,109700,3,Government Employee,Instagram,Summer Sale,8,3,0,Yes,6214708,8.86,20,Clubhouse,No,Fully Furnished,North-East,Mixed,Sold,112
SRP100124,CUST100124,Srijan Realty Heights,Villa,1 BHK,Kolkata,Rajarhat,700033,22.667541,88.287124,1829,15,15,5750,10516750,3.78,10119217,8/27/2025,7/7/2026,28,93400,3,Engineer,Instagram,Summer Sale,8,4,1,Yes,5604000,9.12,25,Gym,Yes,Semi-Furnished,East,Mixed,Sold,72
SRP100125,CUST100125,Srijan Gardenia,Apartment,4 BHK,Kolkata,Dum Dum,700052,22.719642,88.464382,716,14,29,5318,3807688,2.97,3694600,5/29/2024,4/20/2026,33,62400,2,Government Employee,Website,Premium Launch,9,2,0,Yes,2170716,7.67,20,Park,Yes,Unfurnished,North-East,Home Loan,Available,
SRP100126,CUST100126,Srijan Gardenia,Villa,2 BHK,Kolkata,Behala,700019,22.675438,88.494053,1766,10,10,6443,11378338,0,11378338,7/10/2023,10/26/2024,47,80700,5,Private Employee,Referral,Referral Drive,9,1,0,Yes,4842000,7.2,20,Gym,No,Fully Furnished,West,Mixed,Negotiation,
SRP100127,CUST100127,Srijan Urban Vista,Apartment,3 BHK,Kolkata,Ballygunge,700033,22.685646,88.522716,1569,1,17,8981,14091189,4.8,13414812,8/25/2023,3/5/2025,31,50400,4,Business Owner,Instagram,New Year Campaign,3,2,0,Yes,3024000,10.71,20,"Gym,Pool",No,Unfurnished,West,Mixed,Sold,133
SRP100128,CUST100128,Srijan Residency,Apartment,2 BHK,Kolkata,Garia,700124,22.700098,88.435251,1005,13,24,7395,7431975,4.13,7125034,2/20/2023,9/4/2024,26,82000,3,Teacher,Walk-in,Monsoon Offer,7,1,0,Yes,4920000,9.26,20,Park,No,Semi-Furnished,North-East,Home Loan,Available,
SRP100129,CUST100129,Srijan Residency,Apartment,4 BHK,Kolkata,Howrah,700107,22.598189,88.38891,1379,16,26,4061,5600119,6.65,5227711,1/6/2025,4/22/2027,47,165500,2,IT Professional,Walk-in,Summer Sale,12,4,2,Yes,3496070,8.39,30,Park,No,Unfurnished,South-East,Home Loan,Sold,59
SRP100130,CUST100130,Srijan Gardenia,Apartment,2 BHK,Kolkata,EM Bypass,711101,22.574219,88.328817,785,9,22,7056,5538960,7.98,5096951,11/14/2022,2/19/2024,42,167300,2,Doctor,Broker,Premium Launch,7,4,0,Yes,3075484,9.5,20,"Gym,Pool,Clubhouse",Yes,Unfurnished,South-East,Self Funded,Available,
SRP100131,CUST100131,Srijan Residency,Apartment,3 BHK,Kolkata,EM Bypass,700052,22.653601,88.371845,752,4,16,6307,4742864,3.98,4554098,8/21/2023,12/8/2025,41,81400,5,IT Professional,Facebook,Summer Sale,9,1,2,No,0,0,0,Swimming Pool,No,Fully Furnished,North,Home Loan,Sold,43
SRP100132,CUST100132,Srijan Courtyard,Penthouse,1 BHK,Kolkata,Barasat,700124,22.557078,88.438944,1015,27,27,7417,7528255,7.06,6996760,8/28/2022,4/2/2024,32,77300,4,Private Employee,Property Portal,Festive Offer,5,1,1,No,0,0,0,"Gym,Pool,Clubhouse",Yes,Fully Furnished,North,Mixed,Sold,83
SRP100133,CUST100133,Srijan Harmony,Apartment,3 BHK,Kolkata,EM Bypass,700019,22.597317,88.464377,794,22,24,8360,6637840,0,6637840,4/1/2023,2/6/2024,29,128900,2,Doctor,Broker,Monsoon Offer,7,0,2,Yes,4068427,8.04,20,"Gym,Pool,Clubhouse",Yes,Fully Furnished,North,Home Loan,Available,
SRP100134,CUST100134,Srijan Greenview,Apartment,3 BHK,Kolkata,New Town,711101,22.727289,88.253154,737,9,15,6285,4632045,3.31,4478724,1/5/2023,12/22/2024,45,60800,5,Engineer,Email Campaign,New Year Campaign,9,4,2,No,0,0,0,"Gym,Clubhouse",Yes,Semi-Furnished,North,Home Loan,Available,
SRP100135,CUST100135,Srijan Meadows,Apartment,4 BHK,Kolkata,Salt Lake,700064,22.61454,88.463019,1300,13,18,7156,9302800,7.52,8603229,4/22/2023,4/6/2024,40,47200,3,Government Employee,Walk-in,Festive Offer,9,2,0,Yes,2832000,8.12,15,Basic,Yes,Semi-Furnished,South,Self Funded,Available,
SRP100136,CUST100136,Srijan Enclave,Penthouse,2 BHK,Kolkata,Behala,700102,22.731539,88.437409,1397,23,28,4207,5877179,4.33,5622697,1/20/2024,2/1/2025,35,76800,2,Teacher,Property Portal,New Year Campaign,10,6,1,No,0,0,0,Swimming Pool,Yes,Semi-Furnished,East,Self Funded,Sold,25
SRP100137,CUST100137,Srijan Urban Vista,Plot,1 BHK,Kolkata,New Town,711101,22.69829,88.44936,737,18,18,5824,4292288,0,4292288,10/31/2024,1/3/2027,33,78900,4,Engineer,Google Ads,Festive Offer,11,2,1,No,0,0,0,"Pool,Park",Yes,Unfurnished,North,Mixed,Sold,149
SRP100138,CUST100138,Srijan Harmony,Apartment,1 BHK,Kolkata,Howrah,700033,22.52069,88.413196,1502,19,30,7277,10930054,3.85,10509247,7/6/2022,8/28/2023,42,45800,5,Government Employee,Facebook,Summer Sale,7,0,1,No,0,0,0,Gym,Yes,Fully Furnished,North-East,Mixed,Negotiation,
SRP100139,CUST100139,Srijan Gardenia,Apartment,2 BHK,Kolkata,Barasat,700033,22.468671,88.41746,998,22,24,9991,9971018,0.24,9947088,6/13/2025,5/2/2027,30,75400,2,Doctor,Property Portal,Monsoon Offer,9,1,0,Yes,4524000,8.47,20,Gym,Yes,Unfurnished,North,Mixed,Sold,69
SRP100140,CUST100140,Srijan Meadows,Villa,2 BHK,Kolkata,Salt Lake,700052,22.575893,88.255295,925,17,18,6460,5975500,1.78,5869136,10/19/2023,11/28/2024,40,176600,3,IT Professional,Broker,New Year Campaign,10,3,1,Yes,2881370,8.52,20,Basic,Yes,Unfurnished,West,Mixed,Available,
SRP100141,CUST100141,Srijan Residency,Apartment,2 BHK,Kolkata,Barasat,700064,22.709801,88.372143,1196,25,25,7775,9298900,5.27,8808848,4/1/2022,10/19/2022,38,132900,6,IT Professional,Broker,Digital Awareness,8,3,2,No,0,0,0,"Pool,Park",Yes,Unfurnished,South-East,Mixed,Available,
SRP100142,CUST100142,Srijan Enclave,Apartment,3 BHK,Kolkata,Salt Lake,711101,22.606267,88.359997,450,26,26,8097,3643650,3.66,3510292,11/12/2022,9/30/2024,48,180000,4,Business Owner,Referral,Summer Sale,8,0,0,Yes,2650326,9.61,20,Basic,Yes,Unfurnished,South,Home Loan,Negotiation,
SRP100143,CUST100143,Srijan Residency,Penthouse,3 BHK,Kolkata,Behala,700124,22.647393,88.399295,1567,21,30,8115,12716205,1.89,12475869,9/2/2022,12/18/2022,35,50800,4,Doctor,Broker,Digital Awareness,7,5,2,No,0,0,0,"Pool,Park",No,Semi-Furnished,South-East,Self Funded,Negotiation,
SRP100144,CUST100144,Srijan Realty Heights,Apartment,3 BHK,Kolkata,New Town,700107,22.737921,88.372846,944,1,26,9088,8579072,2.02,8405775,9/28/2022,5/3/2023,38,96200,6,Doctor,Walk-in,New Year Campaign,8,2,3,No,0,0,0,Park,Yes,Fully Furnished,North,Self Funded,Negotiation,
SRP100145,CUST100145,Srijan Realty Heights,Villa,4 BHK,Kolkata,Ballygunge,700019,22.677668,88.481486,450,24,34,11434,5145300,2.81,5000717,6/30/2025,10/3/2027,52,39900,4,Doctor,Email Campaign,New Year Campaign,6,2,2,Yes,2394000,8.04,15,Gym,Yes,Fully Furnished,North-East,Home Loan,Available,
SRP100146,CUST100146,Srijan Enclave,Apartment,2 BHK,Kolkata,EM Bypass,700052,22.609806,88.387278,1973,4,21,6468,12761364,3.79,12277708,2/3/2022,10/27/2022,32,45000,6,Teacher,Instagram,Digital Awareness,7,3,1,No,0,0,0,Park,Yes,Semi-Furnished,North-East,Home Loan,Negotiation,
SRP100147,CUST100147,Srijan Enclave,Apartment,2 BHK,Kolkata,Rajarhat,700084,22.679425,88.468457,1685,12,12,6185,10421725,7.17,9674487,12/24/2024,3/23/2026,51,91700,2,Engineer,Website,New Year Campaign,10,2,1,No,0,0,0,Gym,No,Fully Furnished,North-East,Self Funded,Available,
SRP100148,CUST100148,Srijan Gardenia,Apartment,4 BHK,Kolkata,EM Bypass,700033,22.672757,88.509771,803,10,13,5439,4367517,5.71,4118132,12/23/2024,2/11/2027,40,130000,3,Other,Google Ads,Festive Offer,6,2,1,No,0,0,0,"Gym,Pool",No,Fully Furnished,South,Home Loan,Sold,76
SRP100149,CUST100149,Srijan Enclave,Apartment,2 BHK,Kolkata,Tollygunge,700102,22.660201,88.284519,1343,17,19,7987,10726541,6.32,10048624,4/15/2023,6/5/2025,27,129200,2,Engineer,Property Portal,Festive Offer,7,3,1,Yes,6013117,7.84,30,"Pool,Park",Yes,Semi-Furnished,West,Self Funded,Negotiation,
SRP100150,CUST100150,Srijan Courtyard,Apartment,2 BHK,Kolkata,Ballygunge,700091,22.648469,88.53684,1003,23,32,9206,9233618,0.46,9191143,2/4/2022,10/29/2022,50,47900,1,Engineer,Website,Monsoon Offer,8,6,1,Yes,2874000,7.9,20,Gym,Yes,Semi-Furnished,North-East,Home Loan,Negotiation,
SRP100151,CUST100151,Srijan Residency,Villa,3 BHK,Kolkata,Tollygunge,700052,22.648349,88.426733,450,17,21,6506,2927700,0.87,2902229,5/4/2023,8/22/2025,43,95300,4,Government Employee,Instagram,Monsoon Offer,6,3,2,Yes,1355521,9.14,20,Basic,No,Semi-Furnished,North-East,Home Loan,Negotiation,
SRP100152,CUST100152,Srijan Harmony,Penthouse,2 BHK,Kolkata,Barasat,700033,22.537769,88.263442,1422,29,29,6357,9039654,1.25,8926658,2/28/2024,7/13/2025,49,87700,4,Government Employee,Referral,Digital Awareness,7,1,2,Yes,5262000,8.9,10,Swimming Pool,Yes,Unfurnished,North,Mixed,Available,
SRP100153,CUST100153,Srijan Prime,Penthouse,2 BHK,Kolkata,New Town,711101,22.510671,88.256355,794,24,24,8012,6361528,4.23,6092435,1/16/2022,10/11/2023,35,153500,2,Teacher,Facebook,Festive Offer,8,2,0,Yes,3259010,7.86,20,"Gym,Clubhouse",Yes,Semi-Furnished,North-East,Home Loan,Sold,36
SRP100154,CUST100154,Srijan Enclave,Apartment,3 BHK,Kolkata,Howrah,700052,22.693466,88.542724,1280,12,32,7237,9263360,6.97,8617704,7/4/2024,1/25/2025,43,81700,2,Self Employed,Google Ads,Digital Awareness,13,2,1,Yes,4758159,9.89,30,"Gym,Clubhouse",Yes,Unfurnished,South,Mixed,Available,
SRP100155,CUST100155,Srijan Urban Vista,Apartment,2 BHK,Kolkata,Garia,700052,22.656064,88.459384,667,1,14,5464,3644488,0,3644488,4/26/2024,8/22/2026,35,65700,1,Government Employee,Email Campaign,Monsoon Offer,5,3,2,Yes,2567300,9.29,10,"Gym,Clubhouse",Yes,Unfurnished,North,Home Loan,Available,
SRP100156,CUST100156,Srijan Realty Heights,Villa,2 BHK,Kolkata,EM Bypass,700107,22.484319,88.405017,1650,21,21,6182,10200300,5.49,9640304,1/2/2022,2/19/2023,33,101000,2,Other,Walk-in,Festive Offer,7,4,0,Yes,5539086,8.99,20,"Gym,Clubhouse",Yes,Semi-Furnished,South-East,Home Loan,Available,
SRP100157,CUST100157,Srijan Courtyard,Apartment,4 BHK,Kolkata,Tollygunge,700064,22.717166,88.492147,867,9,29,3755,3255585,4.3,3115595,9/14/2024,3/16/2025,37,109900,2,Business Owner,Google Ads,Referral Drive,6,6,4,Yes,1928770,8.82,10,Swimming Pool,Yes,Unfurnished,East,Home Loan,Negotiation,
SRP100158,CUST100158,Srijan Meadows,Plot,4 BHK,Kolkata,Ballygunge,700019,22.602087,88.26682,1046,23,26,10194,10662924,5.21,10107386,3/19/2023,2/12/2024,38,73600,6,Business Owner,Property Portal,Premium Launch,10,2,1,Yes,4416000,8.9,30,Basic,No,Unfurnished,South-East,Home Loan,Negotiation,
